person_name,user_name,email,personal_number,birth_date,address,phone,mac_address,ip_address,iban,accessed_at,session_duration,download_speed,upload_speed,consumed_traffic,unique_id
Grațiana Stănescu,grațianastănescu,grațianastănescu@post.ro,1500725294882,1965-02-23,"Intrarea Celia Dochioiu Nr. 40, Cudalbi, 459687",0766 800 373,e1:fe:2b:76:a4:a0,190.135.250.61,RO44FYDS7948951555886634,2025-05-12 12:42:26,28506,411,265,1264610,a77e7dd3-797e-4e60-9644-e77c2983f83e
Hortensia Nistor,hortensianistor,hortensianistor@gmail.com,6970423018220,1948-04-30,"Soseaua Natașa Voinea Nr. 81 Bl. 32  Sc. 73 Ap. 595, Plosca, 424989",0758 431 110,e6:44:30:34:53:ce,84.82.15.243,RO36RXXW6276513287928462,2025-05-12 12:42:26,6396,219,490,302992,d02fc29f-151f-4bdb-ac36-0536ef223bb2
Eduard Preda,eduardpreda,eduardpreda@post.ro,5900710181151,1965-10-10,"Intrarea Mazilescu Nr. 38, Talmaciu, 870472",0253 004 645,c5:d7:0b:84:9d:d2,222.239.199.5,RO66KYSJ1150544609656101,2025-05-12 12:42:26,22447,535,67,1027066,154e09f4-adbd-4686-aeb3-ce60ea20808f
Ovidiu Tudor,ovidiutudor,ovidiutudor@post.ro,1650214290990,1970-06-03,"Strada Voinea Nr. 40, Pogoanele, 981919",0244 433 069,f8:a8:8b:f1:5f:37,150.217.240.48,RO72ZMYC3661447212201190,2025-05-12 12:42:26,20936,470,734,1180102,e41615f8-2dbe-410a-a12a-4465dc83b8f1
Iridenta Tomescu,iridentatomescu,iridentatomescu@acasa.ro,2271006093213,1989-03-08,"Drumul Nicolae Diaconescu, Filiasi, 281536",0754 408 732,d5:c9:63:31:b2:95,217.192.88.164,RO34LVJZ6604240686015101,2025-05-12 12:42:26,17265,498,229,33877,d798a99e-9069-40a6-b1cb-a7a9c9e12be5
Tudosia Stancu,tudosiastancu,tudosiastancu@zzup.ro,8630223211483,2015-10-27,"Drumul Albu Nr. 89 Bl. 84  Sc. 11 Ap. 562, Hateg, 349218",0742 054 758,81:74:ea:37:7c:ee,152.25.240.216,RO02LEGT9806258595384072,2025-05-12 12:42:26,17521,791,763,72133,a5f1b4f2-742d-486c-a9c6-73c9d2a4b5f5
Ionuț Diaconescu,ionuțdiaconescu,ionuțdiaconescu@post.ro,5840331252782,1940-03-05,"Bulevardul Mocanu, Voluntari, 516649",0742 815 607,11:8c:e5:45:8a:1c,24.21.86.143,RO19DLLV3891070228565345,2025-05-12 12:42:26,25404,472,537,847009,dafceb92-f048-4e2e-99fb-554165486129
Tatiana Voinea,tatianavoinea,tatianavoinea@post.ro,7020714258618,1996-05-17,"Aleea Manole Nr. 91 Bl. 73  Sc. 52 Ap. 154, Baile Borsa, 817116",0755 185 914,36:4b:2e:49:e7:34,197.130.206.15,RO65EOVS9282921712436996,2025-05-12 12:42:26,25779,940,206,1182855,e98cf568-336c-4a54-bc73-fe2381edf94c
Mihai Florea,mihaiflorea,mihaiflorea@email.ro,8710602399406,1958-10-24,"Soseaua Pușcașu Nr. 84, Mizil, 549619",0728 015 508,76:86:d7:f7:86:99,61.148.254.70,RO78IJBA6046448063816718,2025-05-12 12:42:26,17535,491,415,176137,6b8f39bc-f473-47a5-8ae3-a1ecd66c9b13
Zenovia Diaconu,zenoviadiaconu,zenoviadiaconu@kappa.ro,4980706436611,1935-02-06,"Aleea Mazilescu, Teius, 333746",0743 538 316,9b:92:d4:66:e3:2a,144.220.156.161,RO70ZVYJ4542706925695963,2025-05-12 12:42:26,33357,987,99,1852028,7e9a79d1-0629-4c84-b651-fe8d5bcbf035
Georgian Barbu,georgianbarbu,georgianbarbu@gmail.com,1991027434415,2007-03-19,"Soseaua Preda Nr. 542, Darabani, 184807",0754 605 740,d7:55:68:6e:f4:3c,52.198.163.68,RO09PTGT4121656867514011,2025-05-12 12:42:26,30293,68,676,1541255,148a0004-5a51-4ce4-b2fa-8eb30ea91fd2
Ducu Stancu,ducustancu,ducustancu@kappa.ro,6900211125424,1981-02-03,"Intrarea Preda Nr. 15, Feldru, 280905",0263 405 350,7a:e4:94:ea:0a:78,145.45.232.252,RO48ISON6146228337089398,2025-05-12 12:42:26,30088,323,796,1115485,28292aff-2fe3-45f5-bcad-aa0ede809299
Anabela Florea,anabelaflorea,anabelaflorea@post.ro,8511209222304,2002-07-14,"Bulevardul Felicia Pușcașu, Caransebes, 162661",0733 694 110,88:95:00:64:b0:6d,133.181.250.126,RO59IIXL8098503955933580,2025-05-12 12:42:26,8093,617,231,1369407,23e02e94-a67b-4f94-98f8-83cad544420e
Constantina Preda,constantinapreda,constantinapreda@141.ro,8771128163771,1918-05-12,"Bulevardul Popescu, Cisnadie, 354416",0253 396 083,93:0b:b3:0f:65:3f,48.101.228.152,RO72YHAE3184746697522826,2025-05-12 12:42:26,4879,712,85,829478,9be19fa8-a617-4554-948d-291925d2de3e
Lazăr Preda,lazărpreda,lazărpreda@acasa.ro,8220502042019,1920-04-27,"Drumul Mocanu Nr. 40, Timisoara, 293934",0737 475 287,74:38:46:d5:1d:cd,215.34.121.155,RO80KTMA9665353740652292,2025-05-12 12:42:26,6758,721,753,1127353,acbbe826-2b33-44db-bac0-f01f66345614
Alistar Ioniță,alistarioniță,alistarioniță@kappa.ro,5710609350641,1995-06-20,"Aleea Marin, Cornetu, 267891",0253 300 332,3e:90:b3:a6:ef:3c,185.237.55.45,RO56OENW6005545637274351,2025-05-12 12:42:26,7313,352,397,1612458,747d9486-8fe5-46f8-9703-0838cd0037df
Bartolomeu Dumitrescu,bartolomeudumitrescu,bartolomeudumitrescu@gmail.com,8990430106221,1913-03-11,"Drumul Nistor Nr. 56 Bl. 35  Sc. 44 Ap. 212, Dragu-Brad, 826949",0762 409 589,71:1e:59:bf:68:a1,139.211.83.88,RO79LPAV2333560986163109,2025-05-12 12:42:26,12613,801,380,1669024,fe83343a-fc14-4992-8658-fff31c95f518
Octaviu Marin,octaviumarin,octaviumarin@email.ro,3850424370084,2023-08-26,"Bulevardul Stoica Nr. 111, Tomesti, 446738",0720 947 850,f3:d3:89:37:ad:eb,41.55.89.124,RO49VQPS0182019742967210,2025-05-12 12:42:26,35759,406,304,1416408,36598686-21d9-4b1a-834d-2e7b5cab1b5b
Andra Preda,andrapreda,andrapreda@email.ro,6860303186477,1931-01-06,"Aleea Catrina Ionescu Nr. 28 Bl. 75  Sc. 89 Ap. 239, Cristuru Secuiesc, 532196",0265 542 013,a8:21:a9:f7:00:4b,103.67.190.24,RO30SYCP4320141279844335,2025-05-12 12:42:26,31351,565,113,782317,7285b67c-2828-49fe-a53c-cd9834e82cee
Fiona Aanei,fionaaanei,fionaaanei@141.ro,5490923131578,1960-03-27,"Aleea Tomescu Nr. 306, Jilava, 673233",0730 671 948,c0:ed:81:7a:cc:81,18.108.41.55,RO29HPUP2619651586112166,2025-05-12 12:42:26,15773,356,326,432390,b535b2a6-f98a-469a-9112-915db3f481e0
Horia Nistor,horianistor,horianistor@acasa.ro,7420226456021,2009-07-17,"Strada Dobre Nr. 98, Vladimirescu, 735723",021 561 0774,1e:74:18:65:58:0b,117.145.78.117,RO61VCVK1791736523497650,2025-05-12 12:42:26,31392,794,800,1868196,6a1bb8cd-3337-49e4-a821-3e29e4225c2a
Sofia Marin,sofiamarin,sofiamarin@141.ro,8710115182584,1925-11-25,"Soseaua Nistor, Gaesti, 331779",0252 763 403,ce:f4:a2:28:59:9d,216.85.73.186,RO57XGHC7612214601412670,2025-05-12 12:42:26,1360,81,481,966895,29998ae0-40ce-46ab-a48d-6aebade132bb
Coralia Ene,coraliaene,coraliaene@post.ro,4570913120125,1934-08-13,"Drumul Voinea, Agnita, 211589",0236 025 613,13:dc:29:12:26:ab,135.100.80.253,RO28SZHM3238841083624521,2025-05-12 12:42:26,12191,970,644,1318254,0456e674-b897-41a6-96a7-ce84f0ffa85e
Elodia Toma,elodiatoma,elodiatoma@email.ro,4680419094498,1943-06-17,"Intrarea Stoica Nr. 83 Bl. 96  Sc. 82 Ap. 483, Reghin, 680892",0249 532 434,b3:8f:b5:61:44:fe,74.212.216.60,RO08QZQU4966842168711736,2025-05-12 12:42:26,32590,419,736,818230,5f6dbfd9-fc15-43ce-b6ec-be495292985b
Corneliu Tabacu,corneliutabacu,corneliutabacu@zzup.ro,4810324212456,1976-02-17,"Strada Pop Nr. 43, Turnu Magurele, 160036",0744 963 672,9d:ef:eb:57:bf:d6,180.27.52.153,RO76KRUC9936081239661384,2025-05-12 12:42:26,31626,452,391,160351,f908c987-6105-48ae-abe8-d519c04e5cac
Lorena Albu,lorenaalbu,lorenaalbu@email.ro,1010210294742,1976-06-18,"Intrarea Rafael Voinea Nr. 942 Bl. 55  Sc. 69 Ap. 888, Zimnicea, 881881",0241 556 196,8e:fd:f8:4c:dd:83,147.124.168.255,RO08FPZP7176367681981670,2025-05-12 12:42:26,34142,518,326,107885,898da51b-816e-41cf-90a2-4e64f41f4863
Vicențiu Mazilescu,vicențiumazilescu,vicențiumazilescu@141.ro,2671227261678,1999-03-26,"Intrarea Rafael Tudor Nr. 574 Bl. 48  Sc. 68 Ap. 530, Sinaia, 248013",0758 778 034,06:55:cf:88:c1:a3,223.162.185.42,RO51SLVK5057653652620116,2025-05-12 12:42:26,8266,37,0,1473450,fc7bb194-7da5-486b-8dc8-0a096f1fc0ab
Nora Diaconescu,noradiaconescu,noradiaconescu@gmail.com,6630727010541,1956-07-22,"Strada Aanei Nr. 826, Bailesti, 721864",0772 639 210,87:f4:f6:50:f5:16,72.113.227.143,RO85FPUM2501909857881376,2025-05-12 12:42:26,9681,131,384,805032,5e94a171-ef11-4ad0-8fd6-8ddcee22b5ba
Floare Stănescu,floarestănescu,floarestănescu@email.ro,3111112024542,1977-05-14,"Strada Albu Nr. 505 Bl. 52  Sc. 74 Ap. 385, Toplita, 323847",0720 200 771,7d:2a:e9:8e:1d:3e,114.39.23.1,RO86YYDR3096778563461230,2025-05-12 12:42:26,1381,320,500,817376,1541175c-8f6d-4387-aac7-353e7ac70509
Avram Stoica,avramstoica,avramstoica@post.ro,2140623458097,1975-07-17,"Strada Stănescu Nr. 549 Bl. 14  Sc. 51 Ap. 927, Dancu, 716937",0761 180 107,ea:c9:71:a5:f7:6a,125.20.88.116,RO21UNPK7274832745329469,2025-05-12 12:42:26,31437,884,309,357209,c6d9c69f-1210-4df4-8edc-90c9ca9e87d1
Antonela Voinea,antonelavoinea,antonelavoinea@gmail.com,8841128340594,2012-02-05,"Bulevardul Corina Diaconescu Nr. 637 Bl. 16  Sc. 85 Ap. 301, Chitila, 699213",0726 050 482,02:df:2f:f2:00:29,120.84.49.187,RO09NDQQ1242948910951287,2025-05-12 12:42:26,35083,204,329,1376384,fae78ffe-cc08-48cd-aeaf-2f7325f13a1a
Rodica Pop,rodicapop,rodicapop@post.ro,8150318242071,1949-07-18,"Drumul Nistor Nr. 735 Bl. 31  Sc. 26 Ap. 573, Dragasani, 926648",0770 075 666,e7:cb:a7:f5:54:23,109.222.204.7,RO39VFQG2223398007866870,2025-05-12 12:42:26,7842,428,394,1341704,840ea9ad-2259-4594-81aa-649f90d88822
Fiodor Preda,fiodorpreda,fiodorpreda@zzup.ro,6361018041236,1933-06-11,"Strada Albu Nr. 801, Prejmer, 102350",0237 986 578,9c:26:d3:0e:ee:90,91.71.203.222,RO47FEDR8962276674883038,2025-05-12 12:42:26,10717,947,299,679909,348c24ae-f1ff-417d-8b10-8aab4b056b48
Oana Oprea,oanaoprea,oanaoprea@post.ro,6430222449930,2023-04-24,"Aleea Popescu Nr. 211, Siria, 574963",0737 930 769,ee:dd:80:39:a6:33,18.148.124.251,RO79EFFD0100682540963326,2025-05-12 12:42:26,21987,290,575,343008,08a62dbb-1942-49eb-a12d-a7245d2af0ec
Camelia Tomescu,cameliatomescu,cameliatomescu@gmail.com,7130729368226,2005-05-11,"Strada Relu Niță Nr. 246, Bistrita, 251884",0247 373 407,02:f7:89:a2:82:bf,211.137.103.155,RO72GLKF7057799600684025,2025-05-12 12:42:26,21786,963,444,701786,657e2521-17cb-498a-9a54-b6b05ed89cd3
Simina Albu,siminaalbu,siminaalbu@post.ro,3191012279290,2007-03-26,"Soseaua Dobre, Negresti-Oas, 389207",0765 299 639,5a:97:b7:f1:7e:55,40.97.114.53,RO24TPXU4951255990647720,2025-05-12 12:42:26,22457,99,499,381498,714dafc8-b163-4984-b985-f898bcc10546
Sandu Toma,sandutoma,sandutoma@post.ro,1970226423114,1935-06-14,"Aleea Achim Preda Nr. 28, Podu Iloaiei, 322828",0756 014 476,47:f4:2a:cc:fb:9d,18.222.200.103,RO39WWWP6219198758936415,2025-05-12 12:42:26,30490,911,318,831368,5e6ff7fb-86ca-4112-bb89-859575fbfaf8
Costel Ababei,costelababei,costelababei@kappa.ro,8720903093067,2008-11-27,"Aleea Suciu, Valea Mare (Babeni), 553942",0268 262 034,ad:d5:09:76:79:5e,125.44.134.103,RO02ZZWS5536696076510901,2025-05-12 12:42:26,1658,703,244,14316,1791b7b2-c117-4e04-9f50-bf37d9ba58cc
Aura Diaconu,auradiaconu,auradiaconu@email.ro,3790726411549,1937-12-11,"Intrarea Preda Nr. 485 Bl. 93  Sc. 41 Ap. 461, Seini, 755749",0784 979 618,10:ec:35:e3:3f:2a,163.229.43.57,RO28QMEB1807961182029338,2025-05-12 12:42:26,18665,293,714,1566812,f0425396-e06a-4f0b-96dd-7c785d516f4a
Giorgian Dima,giorgiandima,giorgiandima@gmail.com,1540708364930,1938-10-24,"Aleea Voinea, Targu Jiu, 864128",0722 746 726,06:65:ed:0f:01:01,177.122.99.59,RO74BYIR3160004416567522,2025-05-12 12:42:26,8777,738,588,1495347,76ea4ba4-3b02-479b-bd31-4da82aac69a8
Aurelia Georgescu,aureliageorgescu,aureliageorgescu@acasa.ro,3550809392945,1984-12-16,"Intrarea Pușcașu, Simleu Silvaniei, 226381",0731 090 315,12:8f:17:8d:09:e6,186.68.29.184,RO59QLQE8751892925433640,2025-05-12 12:42:26,15593,609,696,286344,dd47c474-9ad1-453b-99bf-f8c0aa834033
Betina Diaconu,betinadiaconu,betinadiaconu@kappa.ro,3880512062279,1966-08-22,"Intrarea Gheorghiu, Zimnicea, 364191",0246 554 848,4e:a4:29:ae:a1:c3,15.62.224.32,RO18EETB4023633188504952,2025-05-12 12:42:26,10213,871,383,517315,ff8b2cb5-af77-4f67-8892-5a419a8c0cde
Xenia Cristea,xeniacristea,xeniacristea@acasa.ro,6720230220421,1944-01-04,"Strada Maximilian Tudor, Sandominic, 263492",0743 909 930,0e:38:16:32:f7:d1,27.12.167.128,RO17TOCE2504081685599586,2025-05-12 12:42:26,18038,80,653,1989290,59121a23-41fc-4bcf-93e1-a3b2318d7e26
Narcis Aanei,narcisaanei,narcisaanei@zzup.ro,4631202363551,1946-09-03,"Soseaua Stan Nr. 62, Cudalbi, 753567",0262 111 353,07:6b:52:89:33:db,188.86.30.22,RO22HEUZ9622002517844330,2025-05-12 12:42:26,17294,454,280,1366242,8d79bb3b-96e8-4fa9-b7c9-39bc2c1f5378
Veronica Manole,veronicamanole,veronicamanole@acasa.ro,1850828280177,1966-10-22,"Drumul Pop Nr. 62 Bl. 14  Sc. 77 Ap. 870, Toplita, 516341",0266 744 995,9f:77:8e:e0:4c:9b,103.5.144.87,RO58VMZU0642860778197415,2025-05-12 12:42:26,9421,529,428,1886646,26710b19-bff1-493c-818f-0140ab898a7f
Octavian Diaconescu,octaviandiaconescu,octaviandiaconescu@post.ro,2331003364271,1936-05-25,"Soseaua Stănescu, Cudalbi, 364349",0731 354 762,2b:e7:d6:5b:ad:77,77.241.20.58,RO57RZGZ6011767858226852,2025-05-12 12:42:26,1433,464,196,1462180,5fca6f7d-b33a-4e50-995a-dee783b15554
Cristea Mazilescu,cristeamazilescu,cristeamazilescu@acasa.ro,5660306442099,2008-03-19,"Strada Mocanu, Poienile de sub Munte, 257331",0742 983 561,b3:26:1f:dd:87:75,210.195.249.253,RO41LMKN1967455172214450,2025-05-12 12:42:26,13116,36,488,1404466,083fd9a3-41d3-4454-9217-b2f9747b7169
Teona Voinea,teonavoinea,teonavoinea@email.ro,5481215330863,1993-02-24,"Aleea Mocanu, Tunari, 749035",0730 257 227,d8:c4:7d:36:15:62,142.221.155.248,RO22ZMDZ4939103658217245,2025-05-12 12:42:26,22683,434,93,1725022,f8311cd0-65d2-43ec-a6e9-a76bf93ad5ae
Teodosia Tomescu,teodosiatomescu,teodosiatomescu@post.ro,5320930412601,2013-12-13,"Intrarea Ionescu Nr. 842 Bl. 12  Sc. 75 Ap. 134, Caransebes, 134454",0759 770 260,87:90:26:cb:8c:15,180.205.133.169,RO50LVZW3330946039817924,2025-05-12 12:42:26,32186,640,603,59635,ebb1041c-29de-497b-9b75-83ba1f37a87d
Mitruț Ababei,mitruțababei,mitruțababei@zzup.ro,7921116128170,2005-10-04,"Intrarea Carina Dima Nr. 456, Ocna Mures, 151891",0236 572 795,08:09:4f:7c:7e:77,213.10.97.27,RO66IFKT6229549024534250,2025-05-12 12:42:26,30996,642,222,1818884,8a112954-df0c-4317-b84d-48125135111e
Mioara Eftimie,mioaraeftimie,mioaraeftimie@141.ro,3630223403367,1939-06-26,"Soseaua Dochioiu Nr. 19 Bl. 89  Sc. 80 Ap. 762, Bumbesti-Jiu, 790458",0261 661 644,8d:46:fc:87:8a:1c,87.238.21.253,RO34FHEM3152211902006410,2025-05-12 12:42:26,28333,277,5,129897,c188acbc-3431-4ae9-9030-9fdc38e272ff
Olga Tabacu,olgatabacu,olgatabacu@acasa.ro,4010407368618,1909-06-20,"Drumul Tomescu, Timisoara, 536863",0726 879 034,84:08:16:34:9b:cb,123.86.25.178,RO81AVQK0682744024053946,2025-05-12 12:42:26,23426,858,3,1074224,b28001e4-8483-4e4b-96e1-8e1acef9ce49
Codruța Toma,codruțatoma,codruțatoma@post.ro,3580229253218,1973-12-01,"Aleea Tudor Nr. 266, Alesd, 759213",0265 846 716,1a:7b:ed:92:23:7c,85.203.255.174,RO32CNJK9573483975817705,2025-05-12 12:42:26,23061,852,612,202953,44190d62-cc04-40fc-81b5-a419b729160b
Dominic Ionescu,dominicionescu,dominicionescu@141.ro,2700929415650,1948-08-16,"Strada Toma Nr. 716, Vicovu de Jos, 939299",0744 171 784,01:97:42:00:5a:a8,112.131.139.62,RO69VNCM8465492992356434,2025-05-12 12:42:26,23343,123,266,560003,51253ee4-8675-4031-a018-f101c9fa644e
Ileana Ababei,ileanaababei,ileanaababei@acasa.ro,3060717378688,1963-05-06,"Strada Angel Stoica, Vicovu de Sus, 927924",0723 544 940,e5:b6:42:61:9f:1e,111.146.23.161,RO42UKOU6862447035501337,2025-05-12 12:42:26,5646,180,744,1090638,87653149-caa2-43aa-badf-a8aba5de8071
Vera Ioniță,veraioniță,veraioniță@kappa.ro,4470623200061,1916-07-15,"Drumul Teodora Manole, Turnu Magurele, 519816",0760 088 301,bc:3e:3f:fa:96:7d,61.120.167.21,RO44GVVT0126197325218024,2025-05-12 12:42:26,26909,645,614,729805,35682d14-f4b9-4e71-9c0c-4aa34ba9c5bb
Ludovic Gheorghiu,ludovicgheorghiu,ludovicgheorghiu@email.ro,4300207423386,1919-05-16,"Soseaua Stoica Nr. 62, Oituz, 970722",0738 519 632,a6:8c:4e:63:5b:97,217.29.88.245,RO47LWWR4965107394998270,2025-05-12 12:42:26,29735,379,688,1382461,f9be87e4-9a8a-48ac-ab9d-107e8af3ce10
Iacob Stan,iacobstan,iacobstan@gmail.com,5980529265892,2013-04-11,"Drumul Zenobia Ioniță Nr. 747, Remetea, 108840",0757 203 921,93:3d:6e:f2:bb:14,165.155.218.56,RO74XMKG4846104548998172,2025-05-12 12:42:26,12995,971,514,1435760,a7d5d35f-b1b3-4391-afa0-4e9a4908c135
Zenovia Cristea,zenoviacristea,zenoviacristea@141.ro,3140830320674,1976-03-28,"Drumul Ludovica Mazilescu Nr. 70, Targu Neamt, 728975",0261 455 566,91:4f:48:af:21:f0,107.163.230.137,RO73ENSR2309171553356014,2025-05-12 12:42:26,25068,512,685,2366,0626227c-f3eb-49dd-9a72-f0f4a72c406a
Horea Barbu,horeabarbu,horeabarbu@post.ro,6910604242976,1931-01-05,"Drumul Dinu Nr. 868 Bl. 98  Sc. 19 Ap. 426, Falticeni, 939315",0245 799 824,46:f8:26:46:96:5d,123.11.120.121,RO49FKPS8387483415116000,2025-05-12 12:42:26,6212,184,583,1870381,a37f38c0-3a0f-41df-a0c4-7a80cd21993a
Codrina Albu,codrinaalbu,codrinaalbu@post.ro,1960324202020,1992-08-19,"Drumul Eftimie Cristea Nr. 63 Bl. 91  Sc. 27 Ap. 255, Aiud, 635772",0264 102 884,83:9c:86:da:55:99,124.80.202.224,RO23QKAD3137821857921781,2025-05-12 12:42:26,18757,15,27,1763126,1d07be83-4adf-4134-8f05-ccd65610c8ba
Alexe Oprea,alexeoprea,alexeoprea@gmail.com,3671127524190,1941-07-08,"Drumul Ene Nr. 778 Bl. 87  Sc. 73 Ap. 330, Tuzla, 744391",0711 123 841,8b:92:f4:19:59:21,192.51.174.70,RO19TAYY8360969265692346,2025-05-12 12:42:26,22918,219,668,45188,0f5b13a5-bd70-4418-8c94-86cb092403da
Ilona Nistor,ilonanistor,ilonanistor@gmail.com,2360622208821,1998-10-21,"Soseaua Eliza Stan Nr. 90 Bl. 93  Sc. 76 Ap. 670, Roman, 457985",0263 765 788,5c:ab:c3:ac:f8:79,129.191.12.38,RO52KRVU3445491483998389,2025-05-12 12:42:26,34603,24,608,118120,911d9ed1-1155-4f3c-96cf-91ef6162909a
Manole Albu,manolealbu,manolealbu@gmail.com,4550830128632,1994-05-23,"Drumul Manole Nr. 658 Bl. 79  Sc. 27 Ap. 991, Zalau, 714390",0723 688 323,c2:f7:97:08:26:91,221.97.206.105,RO29CJOP1842519527438039,2025-05-12 12:42:26,27397,348,339,1728289,62dbabed-975e-4d1e-a1db-9972801fc282
Ștefania Nemeș,ștefanianemeș,ștefanianemeș@141.ro,6360712415061,1918-11-18,"Strada Stoica, Amara, 395139",0759 081 684,b6:88:1b:06:3e:a6,103.234.208.202,RO49JQVV6520834361369597,2025-05-12 12:42:26,29985,827,382,1586982,09bd2a8c-7f5a-4eef-9a82-b51a24863d1f
Eric Dinu,ericdinu,ericdinu@zzup.ro,2180323423135,1921-07-26,"Aleea Toma Nr. 977 Bl. 26  Sc. 38 Ap. 298, Diosig, 732551",0765 725 693,e9:ce:15:f6:02:4d,111.123.174.137,RO71BTBX8777317805817642,2025-05-12 12:42:26,1667,150,345,555995,9ab8ca34-2292-4c5f-8179-a6e66fc469c4
Brăduț Ardelean,brăduțardelean,brăduțardelean@gmail.com,8310319266541,1987-05-25,"Bulevardul Dinu Nr. 79, Lunca Cetatuii, 743967",0266 408 993,62:55:68:f0:10:97,149.111.130.155,RO53QXHC7032729313098232,2025-05-12 12:42:26,27653,251,111,1936859,51a345c8-d47a-434b-962e-be6ba7be67bd
Maricica Mazilescu,maricicamazilescu,maricicamazilescu@kappa.ro,8890525312496,1997-10-03,"Bulevardul Cristea Nr. 415 Bl. 20  Sc. 95 Ap. 757, Sibiu, 511754",0231 102 090,bc:bb:d8:9d:de:ee,95.145.144.60,RO93QGSW0468325961093017,2025-05-12 12:42:26,21792,257,529,1110952,600379a3-216e-491d-8ac8-8b24f517f2ef
Irinel Diaconescu,irineldiaconescu,irineldiaconescu@post.ro,6760811338231,1913-04-04,"Drumul Stancu Nr. 32 Bl. 89  Sc. 59 Ap. 831, Schela Cladovei, 458228",0727 989 220,13:f7:e2:fb:49:90,159.168.3.240,RO80JARC2343277677314644,2025-05-12 12:42:26,2930,803,143,256716,9b64a61c-3383-49d1-b0db-f5871d5f07e6
Francesca Manole,francescamanole,francescamanole@acasa.ro,8100321109613,1911-03-10,"Soseaua Ababei Nr. 58, Sinaia, 786315",0254 334 794,ed:39:2f:57:45:30,160.193.178.213,RO13NSBQ0773752367323147,2025-05-12 12:42:26,16465,376,480,1655573,9a795d34-7666-4282-992f-347b8d3387d5
Janeta Eftimie,janetaeftimie,janetaeftimie@gmail.com,8111110517483,1956-03-19,"Aleea Irinel Nemeș Nr. 478, Tandarei, 648474",0268 127 559,ed:a7:a6:e5:c8:07,148.241.27.56,RO15JOII1704649068406062,2025-05-12 12:42:26,19632,532,760,572743,608669f6-c3c8-44a8-9d66-d4893cd5eb83
Darius Aanei,dariusaanei,dariusaanei@kappa.ro,3511102352042,2025-03-30,"Strada Nicoleta Ababei, Stei, 270438",0763 445 562,f1:8f:33:e4:f3:bf,122.36.2.64,RO52IUSW6533291333426364,2025-05-12 12:42:26,16345,789,722,1956861,0e281663-1b8a-419a-8609-de93c93d7774
Milena Dobre,milenadobre,milenadobre@email.ro,3500317376965,1909-12-12,"Soseaua Antonela Nemeș Nr. 73, Bolintin-Vale, 726598",0751 058 506,67:1f:87:8c:bb:65,212.141.44.7,RO59EVWB8362470204570614,2025-05-12 12:42:26,13201,230,55,486045,655c520f-8f00-49b0-882e-d58d931b2c7d
Saveta Suciu,savetasuciu,savetasuciu@post.ro,3511031323511,1927-01-02,"Soseaua Stancu Nr. 50 Bl. 25  Sc. 12 Ap. 546, Barbulesti, 229520",0727 520 482,0d:7c:79:0e:72:d3,151.162.165.146,RO40GHXD3558347184235801,2025-05-12 12:42:26,21339,919,530,1669803,c628ef3c-85c5-4273-add7-20679e361af9
Leordean Diaconu,leordeandiaconu,leordeandiaconu@email.ro,8240711299582,1967-02-06,"Drumul Emilian Stoica, Tulcea, 430353",0743 417 174,c2:7c:e1:b5:f4:55,136.230.34.94,RO43PVVW1016338701319302,2025-05-12 12:42:26,7014,675,526,867070,0fd44ce6-03fb-4164-a7f3-4665d2ca3d19
Paraschiva Barbu,paraschivabarbu,paraschivabarbu@kappa.ro,8600201114563,1939-11-01,"Intrarea Sabina Dinu Nr. 85 Bl. 46  Sc. 11 Ap. 620, Diosig, 846081",0235 565 928,f8:54:d1:25:43:6c,82.11.96.22,RO14EGNT4540422980087585,2025-05-12 12:42:26,31785,451,354,1902408,ae8be342-b6cb-43ed-a522-e3a5c0ac8dd6
Iulian Barbu,iulianbarbu,iulianbarbu@gmail.com,4660814233277,1962-05-07,"Bulevardul Tomescu, Cluj-Napoca, 822638",0763 746 230,b5:73:2b:f1:c9:66,183.240.34.46,RO72QFDK1367986478418106,2025-05-12 12:42:26,9414,164,29,1806952,a29575f8-1a81-4385-ae9b-cf5ef02b69d1
Carolina Albu,carolinaalbu,carolinaalbu@acasa.ro,5990124280978,1916-03-28,"Strada Ada Toma, Maieru, 685975",0254 749 403,3c:5d:f0:80:61:07,161.224.126.74,RO95DVTM2437457284615400,2025-05-12 12:42:26,20030,415,466,1854075,1dab1a33-7c7a-4cc9-a67d-53e59a23fd3c
Panait Mocanu,panaitmocanu,panaitmocanu@gmail.com,6820212131734,1915-10-02,"Strada Ardelean Nr. 13 Bl. 41  Sc. 23 Ap. 439, Sovata, 862449",0786 703 709,8e:38:ed:99:3c:df,93.15.247.2,RO84JDCG3959241757836559,2025-05-12 12:42:26,27362,801,63,1807704,b0dc731c-c4fa-4f73-b20c-eb36150187d8
Ana Albu,anaalbu,anaalbu@acasa.ro,4190522140022,2003-06-05,"Drumul Stoica Nr. 799 Bl. 88  Sc. 61 Ap. 252, Baia Mare, 259722",0236 288 313,b0:d3:0c:99:b4:b8,35.182.89.128,RO62CROL5536787918877305,2025-05-12 12:42:26,11605,550,53,1528638,f628461d-6701-4342-9926-5c60d4824c75
